claim,source_url,source_domain,article_title,risk_score,risk_category,has_factcheck,factcheck_rating,factcheck_source,checked_at
Diese Regelungen seien mehrfach gerichtlich bestätigt worden,https://weltwoche.ch/daily/dem-europaeischen-weg-folgen-cdu-frauen-fordern-burka-verbot/,weltwoche.ch,«Dem europäischen Weg folgen»: CDU-Frauen fordern Burka-Verbot,0,LOW,False,,,2026-01-27T16:49:16.372711
Ich bedauere im übrigen das Tessa Ganserer aus Solidarität mit unterdrückten Minderheiten nie eine Burka getragen hat,https://weltwoche.ch/daily/dem-europaeischen-weg-folgen-cdu-frauen-fordern-burka-verbot/,weltwoche.ch,«Dem europäischen Weg folgen»: CDU-Frauen fordern Burka-Verbot,0.1,LOW,False,,,2026-01-27T16:49:16.484027
"Während offiziell von „Modernisierung“ die Rede ist, verschwinden im Wochentakt hochrangige Militärs der Zentralen Militärkommission (CMC)",https://www.bild.de/politik/china-machthaber-xi-saeubert-die-militaer-elite-taiwan-muss-zittern-69772590fe9fcdf90e7c9a4d,bild.de,China: Machthaber Xi säubert die Militär-Elite! Taiwan muss zittern | Politik | BILD.de,0,LOW,False,,,2026-01-27T16:49:19.446558
"Chronik des SturzesWas offiziell als Kampagne gegen „Disziplinlosigkeit“ tituliert wird, entpuppt sich bei genauem Hinsehen als politische Säuberung historischen Ausmaßes",https://www.bild.de/politik/china-machthaber-xi-saeubert-die-militaer-elite-taiwan-muss-zittern-69772590fe9fcdf90e7c9a4d,bild.de,China: Machthaber Xi säubert die Militär-Elite! Taiwan muss zittern | Politik | BILD.de,0,LOW,False,,,2026-01-27T16:49:19.557046
"Von den sechs hochrangigen Militärs, die 2022 gemeinsam mit Xi die Geschicke des Landes lenken sollten, sind inzwischen fast alle von der Bildfläche verschwunden",https://www.bild.de/politik/china-machthaber-xi-saeubert-die-militaer-elite-taiwan-muss-zittern-69772590fe9fcdf90e7c9a4d,bild.de,China: Machthaber Xi säubert die Militär-Elite! Taiwan muss zittern | Politik | BILD.de,0.1,LOW,False,,,2026-01-27T16:49:19.621807
"Flagging “rising inequality”, Gowda claimed that the top 10% control 58% of the national income while the bottom half gets only 15%",https://indianexpress.com/article/india/inequality-rising-welfare-retreating-cong-target-govt-gdp-fdi-data-10497857/,indianexpress.com,"Inequality rising, welfare retreating: Cong targets govt on GDP, FDI data | India News - The Indian ",0,LOW,False,,,2026-01-27T16:49:26.384254
“The top 10% owns 65% of India’s wealth; bottom half owns 6,https://indianexpress.com/article/india/inequality-rising-welfare-retreating-cong-target-govt-gdp-fdi-data-10497857/,indianexpress.com,"Inequality rising, welfare retreating: Cong targets govt on GDP, FDI data | India News - The Indian ",0,LOW,False,,,2026-01-27T16:49:26.492757
5% inflation rate is not the reality of people’s lives,https://indianexpress.com/article/india/inequality-rising-welfare-retreating-cong-target-govt-gdp-fdi-data-10497857/,indianexpress.com,"Inequality rising, welfare retreating: Cong targets govt on GDP, FDI data | India News - The Indian ",0,LOW,False,,,2026-01-27T16:49:26.610155
'This landmark agreement represents a strategic breakthrough in India's global trade engagement and significantly deepens the partnership between two major democracies and economies that together account for nearly 25% of global GDP,http://www.heraldglobe.com/news/278833710/indian-industry-chambers-welcome-landmark-eu-trade-deal,heraldglobe.com,Indian industry chambers welcome landmark EU trade deal,0,LOW,False,,,2026-01-27T16:49:27.130451
"'Highlighting the scale of market access secured under the agreement, Banerjee said the unprecedented preferential access secured for over 99% of Indian exports is a game-changer for the Indian industry",http://www.heraldglobe.com/news/278833710/indian-industry-chambers-welcome-landmark-eu-trade-deal,heraldglobe.com,Indian industry chambers welcome landmark EU trade deal,0,LOW,False,,,2026-01-27T16:49:27.243765
"&nbsp;By 2030, the Mena Studio+ team is set to grow by 500%, aligning with the region’s ambitious growth trajectory",https://tradearabia.com:443/News/388377/EY-launches-Studio--in-Mena-to-boost-AI-powered-customer-first-transformation/CONS,tradearabia.com,EY launches Studio+ in Mena to boost AI-powered customer-first transformation,0,LOW,False,,,2026-01-27T16:49:32.046555
"Pubs and music venues will get 15% off their business rates bills from April as part of a major support package, the Treasury has announced",https://www.northwaleschronicle.co.uk/news/national/25801192.pubs-music-venues-see-business-rates-cut-15-says-treasury/,northwaleschronicle.co.uk,"Pubs and music venues to see business rates cut by 15&#37;, says Treasury | North Wales Chronicle",0,LOW,False,,,2026-01-27T16:49:33.059814
"However, this was more than offset by the removal of a Covid-era 40% discount to business rates bills for hospitality, leisure and retail businesses, as well as new property valuations",https://www.northwaleschronicle.co.uk/news/national/25801192.pubs-music-venues-see-business-rates-cut-15-says-treasury/,northwaleschronicle.co.uk,"Pubs and music venues to see business rates cut by 15&#37;, says Treasury | North Wales Chronicle",0,LOW,False,,,2026-01-27T16:49:33.174311
This deal affects 30% of the world's population,http://www.middleeaststar.com/news/278833850/will-change-entire-landscape-of-international-trade-cm-fadnavis-congratulates-pm-modi-on-historic-india-eu-deal,middleeaststar.com,"""Will change entire landscape of international trade"": CM Fadnavis congratulates PM Modi on 'histori",0,LOW,False,,,2026-01-27T16:49:37.239954
It accounts for 25% of global trade and is one of the largest deals in history,http://www.middleeaststar.com/news/278833850/will-change-entire-landscape-of-international-trade-cm-fadnavis-congratulates-pm-modi-on-historic-india-eu-deal,middleeaststar.com,"""Will change entire landscape of international trade"": CM Fadnavis congratulates PM Modi on 'histori",0,LOW,False,,,2026-01-27T16:49:37.350925
"India and EU are 4th and 2nd largest economies, comprising 25% of Global GDP and account for one third of global trade",http://www.middleeaststar.com/news/278833850/will-change-entire-landscape-of-international-trade-cm-fadnavis-congratulates-pm-modi-on-historic-india-eu-deal,middleeaststar.com,"""Will change entire landscape of international trade"": CM Fadnavis congratulates PM Modi on 'histori",0,LOW,False,,,2026-01-27T16:49:37.469049
"Prime Minister Narendra Modi's government has agreed to immediately lower duties on a limited number of cars from the 27-nation bloc priced above 15,000 euros (US$17,739), two sources briefed on the negotiations told Reuters",http://www.northkoreatimes.com/news/278832833/india-opens-auto-market-to-slash-eu-car-tariffs-in-trade-deal,northkoreatimes.com,"India opens auto market, to slash EU car tariffs in trade deal",0,LOW,False,,,2026-01-27T16:49:41.431263
"In late January, the Trump administration shocked markets by threatening a 100% tariff on Canadian imports should Ottawa proceed with a controversial trade agreement with China",https://markets.financialcontent.com/stocks/article/marketminute-2026-1-27-gold-shatters-5000-barrier-as-trade-war-fears-and-geopolitical-tensions-spark-global-flight-to-safety,markets.financialcontent.com,"FinancialContent - Gold Shatters $5,000 Barrier as Trade War Fears and Geopolitical Tensions Spark G",0.1,LOW,False,,,2026-01-27T16:49:44.437775
"This move was followed by a sharp escalation in proposed duties on South Korean automobiles and industrial lumber, which saw rates climb from 15% to 25% overnight",https://markets.financialcontent.com/stocks/article/marketminute-2026-1-27-gold-shatters-5000-barrier-as-trade-war-fears-and-geopolitical-tensions-spark-global-flight-to-safety,markets.financialcontent.com,"FinancialContent - Gold Shatters $5,000 Barrier as Trade War Fears and Geopolitical Tensions Spark G",0,LOW,False,,,2026-01-27T16:49:44.552635
"Prime Minister Narendra Modi's government has agreed to immediately lower duties on a limited number of cars from the 27-nation bloc priced above 15,000 euros (US$17,739), two sources briefed on the negotiations told Reuters",http://www.japanherald.com/news/278832833/india-opens-auto-market-to-slash-eu-car-tariffs-in-trade-deal,japanherald.com,"India opens auto market, to slash EU car tariffs in trade deal",0,LOW,False,,,2026-01-27T16:49:46.670452
